home_passing_ypg,home_rushing_ypg,home_total_ypg,home_points_pg,home_passing_tds_pg,home_turnovers_pg,home_injury_pct,away_passing_ypg,away_rushing_ypg,away_total_ypg,away_points_pg,away_passing_tds_pg,away_turnovers_pg,away_injury_pct,passing_advantage,rushing_advantage,scoring_advantage,turnover_advantage,injury_advantage,home_field_advantage,is_playoff,is_neutral,week,season,home_win,home_score,away_score,game_id
27.301588,10.071428,37.373016,6.7500005,0.1746031746031746,0.0714285746216774,25.5,25.485075,7.873134,33.358208,5.6686563,0.13432835820895522,0.10447761416435242,25.5,1.8165131,2.1982942,1.0813441,0.03304903954267502,0.0,2.5,1,0,15,2017,1,20.0,15.0,2017_15_WAS_ARI
25.904411,10.1029415,36.007355,6.783971,0.21323529411764705,0.0882352963089943,25.5,25.029198,10.883212,35.91241,6.7383943,0.16058394160583941,0.043795619159936905,25.5,0.8752136,-0.7802706,0.045576572,-0.04443967714905739,0.0,2.5,1,0,15,2017,0,7.0,42.0,2017_15_SEA_LA
31.89916,10.890757,42.789917,7.7734456,0.20168067226890757,0.10924369841814041,25.5,29.119404,10.985075,40.104477,7.6080594,0.20149253731343283,0.04477611929178238,25.5,2.7797565,-0.09431839,0.1653862,-0.06446757912635803,0.0,2.5,1,0,15,2017,0,24.0,27.0,2017_15_PIT_NE
24.592592,9.711111,34.303703,5.332593,0.07407407407407407,0.08888889104127884,25.5,21.777779,12.142858,33.920635,5.628254,0.0873015873015873,0.1269841343164444,25.5,2.8148136,-2.4317465,-0.29566097,0.03809524327516556,0.0,2.5,1,0,15,2017,1,25.0,23.0,2017_15_SF_TEN
24.50685,8.150685,32.657536,5.7117805,0.14383561643835616,0.07534246891736984,25.5,27.06504,12.349593,39.414635,6.780163,0.14634146341463414,0.08943089097738266,25.5,-2.5581913,-4.198908,-1.0683823,0.014088422060012817,0.0,2.5,1,0,15,2017,0,21.0,24.0,2017_15_TB_ATL
17.916666,10.480769,28.397434,4.9794874,0.10256410256410256,0.07692307978868484,25.5,22.284615,10.938461,33.223076,5.2906156,0.08461538461538462,0.06923077255487442,25.5,-4.3679485,-0.45769215,-0.31112814,-0.007692307233810425,0.0,2.5,1,0,16,2017,1,23.0,16.0,2017_16_BAL_IND
23.595589,11.088235,34.683823,6.485735,0.17647058823529413,0.10294117778539658,25.5,26.284672,12.39416,38.678833,7.0068607,0.1678832116788321,0.058394160121679306,25.5,-2.689083,-1.3059254,-0.5211258,-0.04454701766371727,0.0,2.5,1,0,16,2017,0,0.0,16.0,2017_16_GB_MIN
21.904411,13.970589,35.875,6.434264,0.15441176470588236,0.0882352963089943,25.5,24.537975,8.063292,32.601265,5.7732906,0.1518987341772152,0.06962025165557861,25.5,-2.633564,5.907297,0.66097355,-0.01861504465341568,0.0,2.5,1,0,16,2017,1,22.0,19.0,2017_16_CAR_TB
20.560606,12.583333,33.14394,5.3322725,0.09848484848484848,0.09090909361839294,25.5,20.273333,10.24,30.513332,4.688933,0.08666666666666667,0.1666666716337204,25.5,0.2872734,2.3433332,0.64333963,0.07575757801532745,0.0,2.5,1,0,16,2017,1,20.0,3.0,2017_16_CHI_CLE
21.674074,7.985185,29.65926,5.3232594,0.15555555555555556,0.08148147910833359,25.5,27.2,7.4689655,34.66897,6.4307585,0.1724137931034483,0.06896551698446274,25.5,-5.5259266,0.5162196,-1.1074991,-0.01251596212387085,0.0,2.5,1,0,16,2017,1,26.0,17.0,2017_16_CIN_DET
28.318182,12.80303,41.121212,7.4569697,0.1893939393939394,0.05303030461072922,25.5,26.088709,9.967742,36.05645,6.181451,0.1774193548387097,0.16129031777381897,25.5,2.229473,2.835288,1.2755189,0.10826001316308975,0.0,2.5,1,0,16,2017,1,29.0,13.0,2017_16_KC_MIA
28.767124,10.609589,39.376713,7.4856157,0.1917808219178082,0.04794520512223244,25.5,19.25373,13.485075,32.738808,5.417164,0.11194029850746269,0.0746268630027771,25.5,9.513393,-2.8754864,2.068452,0.026681657880544662,0.0,2.5,1,0,16,2017,1,37.0,16.0,2017_16_NE_BUF
28.10219,13.810219,41.912407,7.6073,0.15328467153284672,0.051094889640808105,25.5,26.825758,13.030303,39.85606,6.816212,0.14393939393939395,0.0833333358168602,25.5,1.276432,0.7799158,0.7910876,0.032238446176052094,0.0,2.5,1,0,16,2017,1,23.0,13.0,2017_16_NO_ATL
23.333334,10.851851,34.185184,6.040741,0.14074074074074075,0.08148147910833359,25.5,28.277372,10.153285,38.430656,6.9449635,0.17518248175182483,0.08029197156429291,25.5,-4.9440384,0.69856644,-0.9042225,-0.00118950754404068,0.0,2.5,1,0,16,2017,0,7.0,14.0,2017_16_NYJ_LAC
21.94853,11.911765,33.860294,5.66103,0.09558823529411764,0.11764705926179886,25.5,24.006756,11.722973,35.72973,6.7629733,0.16216216216216217,0.04729729890823364,25.5,-2.0582256,0.18879223,-1.1019435,-0.07034976035356522,0.0,2.5,1,0,16,2017,0,23.0,27.0,2017_16_TEN_LA
26.933332,9.62963,36.56296,6.659556,0.17777777777777778,0.06666667014360428,25.5,21.19079,10.414474,31.605263,5.0871053,0.1118421052631579,0.125,25.5,5.7425423,-0.78484344,1.5724506,0.05833332985639572,0.0,2.5,1,0,16,2017,1,27.0,11.0,2017_16_WAS_DEN
25.349316,9.328767,34.67808,5.3995886,0.07534246575342465,0.08219178020954132,25.5,21.605442,14.197279,35.80272,6.29483,0.1292517006802721,0.054421767592430115,25.5,3.7438736,-4.868512,-0.89524126,-0.027770012617111206,0.0,2.5,1,0,16,2017,1,44.0,33.0,2017_16_SF_JAX
25.027779,8.305555,33.333336,5.528889,0.125,0.1041666641831398,25.5,24.333334,9.2296295,33.562965,5.7074075,0.14074074074074075,0.08148147910833359,25.5,0.69444466,-0.9240742,-0.1785183,-0.022685185074806213,0.0,2.5,1,0,16,2017,1,23.0,0.0,2017_16_ARI_NYG
21.649635,13.963504,35.61314,6.5586863,0.15328467153284672,0.08029197156429291,25.5,25.10274,9.945206,35.047943,6.5499997,0.2054794520547945,0.08219178020954132,25.5,-3.453104,4.018298,0.0086865425,0.001899808645248413,0.0,2.5,1,0,16,2017,0,12.0,21.0,2017_16_DAL_SEA
27.756098,12.853659,40.609756,7.3500814,0.21951219512195122,0.12195122241973877,25.5,31.361538,11.069231,42.43077,7.7129235,0.2,0.10769230872392654,25.5,-3.6054401,1.7844276,-0.36284208,-0.014258913695812225,0.0,2.5,1,0,16,2017,0,6.0,34.0,2017_16_HOU_PIT
26.928572,7.5974026,34.525974,6.386883,0.16883116883116883,0.0714285746216774,25.5,22.714285,11.027211,33.741497,6.1738772,0.16326530612244897,0.10884353518486023,25.5,4.214287,-3.4298086,0.21300554,0.03741496056318283,0.0,2.5,1,0,17,2017,1,35.0,11.0,2017_17_DET_GB
22.550724,10.978261,33.528984,5.341884,0.08695652173913043,0.06521739065647125,25.5,26.568182,13.310606,39.878788,7.126364,0.21212121212121213,0.12121212482452393,25.5,-4.017458,-2.332345,-1.7844801,0.05599473416805267,0.0,2.5,1,0,17,2017,1,22.0,13.0,2017_17_IND_HOU
25.442177,12.312925,37.755104,6.8068027,0.16326530612244897,0.054421767592430115,25.5,20.47183,12.380281,32.85211,5.342113,0.09154929577464789,0.0845070406794548,25.5,4.9703465,-0.06735611,1.4646897,0.03008527308702469,0.0,2.5,1,0,17,2017,1,23.0,10.0,2017_17_MIN_CHI
28.0,11.025316,39.025314,7.427595,0.189873417721519,0.050632912665605545,25.5,22.70139,11.541667,34.243057,5.917083,0.13194444444444445,0.0833333358168602,25.5,5.2986107,-0.51635075,1.5105124,0.032700423151254654,0.0,2.5,1,0,17,2017,1,26.0,6.0,2017_17_NE_NYJ
24.30137,8.828767,33.13014,5.5179453,0.13013698630136986,0.0890410989522934,25.5,27.137932,9.565517,36.70345,6.728276,0.18620689655172415,0.06896551698446274,25.5,-2.8365612,-0.7367506,-1.2103305,-0.020075581967830658,0.0,2.5,1,0,17,2017,1,18.0,10.0,2017_17_NYG_WAS
22.855421,12.319277,35.174698,6.9859033,0.2289156626506024,0.048192769289016724,25.5,21.703447,14.075862,35.77931,6.418483,0.14482758620689656,0.08965517580509186,25.5,1.1519737,-1.7565851,0.5674205,0.041462406516075134,0.0,2.5,1,0,17,2017,0,0.0,6.0,2017_17_PHI_DAL
30.51773,10.943262,41.46099,7.636312,0.19858156028368795,0.09929078072309494,25.5,20.14375,10.075,30.21875,4.565125,0.08125,0.16875000298023224,25.5,10.373981,0.8682623,3.071187,0.0694592222571373,0.0,2.5,1,0,17,2017,1,28.0,24.0,2017_17_PIT_CLE
26.964788,12.584507,39.549294,6.7095776,0.14084507042253522,0.0845070406794548,25.5,21.5,13.80137,35.30137,6.294246,0.14383561643835616,0.0890410989522934,25.5,5.4647884,-1.2168627,0.41533136,0.0045340582728385925,0.0,2.5,1,0,17,2017,1,22.0,10.0,2017_17_ATL_CAR
18.15569,10.407186,28.562874,5.031617,0.10778443113772455,0.071856290102005,25.5,21.82069,8.413794,30.234484,5.3804135,0.15172413793103448,0.08275862038135529,25.5,-3.665001,1.993392,-0.34879637,0.01090233027935028,0.0,2.5,1,0,17,2017,0,27.0,31.0,2017_17_BAL_CIN
20.944786,10.687117,31.631903,5.0316563,0.10429447852760736,0.12269938737154007,25.5,28.87143,12.807143,41.678574,7.5227137,0.18571428571428572,0.05000000074505806,25.5,-7.9266434,-2.1200266,-2.4910574,-0.07269938662648201,0.0,2.5,1,0,17,2017,0,24.0,27.0,2017_17_DEN_KC
24.392405,11.71519,36.107594,6.915569,0.17721518987341772,0.04430379718542099,25.5,25.27564,9.570513,34.846153,5.585385,0.08333333333333333,0.0833333358168602,25.5,-0.88323593,2.1446772,1.330184,0.03902953863143921,0.0,2.5,1,0,17,2017,0,13.0,34.0,2017_17_LA_SF
26.877863,9.885496,36.76336,6.247633,0.17557251908396945,0.15267175436019897,25.5,19.731035,13.041379,32.772415,5.3354483,0.10344827586206896,0.06896551698446274,25.5,7.1468277,-3.1558828,0.9121847,-0.08370623737573624,0.0,2.5,1,0,17,2017,0,16.0,22.0,2017_17_MIA_BUF
24.402597,9.922078,34.324677,6.4735065,0.2077922077922078,0.07792207598686218,25.5,24.735483,8.193548,32.92903,5.4952254,0.12903225806451613,0.10967741906642914,25.5,-0.33288574,1.7285299,0.978281,0.031755343079566956,0.0,2.5,1,0,17,2017,0,24.0,26.0,2017_17_SEA_ARI
25.112427,7.928994,33.04142,5.7642603,0.14792899408284024,0.06508875638246536,25.5,28.395834,13.736111,42.131943,7.626806,0.1527777777777778,0.0555555559694767,25.5,-3.2834072,-5.8071165,-1.8625455,-0.009533200412988663,0.0,2.5,1,0,17,2017,1,31.0,24.0,2017_17_TB_NO
22.328768,11.760274,34.089043,5.6308217,0.08904109589041095,0.1164383590221405,25.5,22.66242,13.878981,36.5414,6.484204,0.1337579617834395,0.07006369531154633,25.5,-0.3336525,-2.1187067,-0.8533821,-0.04637466371059418,0.0,2.5,1,0,17,2017,1,15.0,10.0,2017_17_TEN_JAX
28.84,12.6866665,41.526665,7.412933,0.17333333333333334,0.0533333346247673,25.5,21.896774,11.825807,33.72258,5.5513544,0.09032258064516129,0.10967741906642914,25.5,6.943226,0.8608599,1.8615785,0.056344084441661835,0.0,2.5,0,0,18,2017,0,21.0,22.0,2017_18_KC_TEN
24.08982,11.694611,35.78443,6.757605,0.16766467065868262,0.041916169226169586,25.5,27.64,12.3133335,39.95333,6.7542667,0.14,0.07999999821186066,25.5,-3.5501785,-0.6187229,0.003338337,0.03808382898569107,0.0,2.5,0,0,18,2017,0,13.0,26.0,2017_18_LA_ATL
22.521212,13.709091,36.2303,6.3178177,0.12727272727272726,0.07878787815570831,25.5,19.647436,12.929487,32.576923,5.325641,0.10256410256410256,0.06410256773233414,25.5,2.8737755,0.77960396,0.99217653,-0.014685310423374176,0.0,2.5,0,0,18,2017,1,10.0,3.0,2017_18_JAX_BUF
28.142857,13.441559,41.584415,7.5568833,0.14935064935064934,0.051948051899671555,25.5,21.412903,13.561291,34.974194,6.1732903,0.14193548387096774,0.10322580486536026,25.5,6.729954,-0.1197319,1.3835931,0.051277752965688705,0.0,2.5,0,0,18,2017,1,31.0,26.0,2017_18_NO_CAR
21.917128,11.685082,33.60221,6.5573487,0.20994475138121546,0.049723755568265915,25.5,27.796179,12.55414,40.35032,6.8284082,0.14012738853503184,0.07643312215805054,25.5,-5.879051,-0.86905766,-0.2710595,0.026709366589784622,0.0,2.5,0,0,19,2017,1,15.0,10.0,2017_19_PHI_ATL
27.331362,11.177515,38.508877,7.3465095,0.1893491124260355,0.047337278723716736,25.5,22.079754,12.484663,34.564415,5.7261357,0.09815950920245399,0.11042945086956024,25.5,5.251608,-1.307148,1.6203737,0.0630921721458435,0.0,2.5,0,0,19,2017,1,35.0,14.0,2017_19_NE_TEN
29.881578,10.967105,40.848682,7.543289,0.19078947368421054,0.09868421405553818,25.5,21.607954,13.732955,35.340908,6.1370454,0.125,0.07386363297700882,25.5,8.273624,-2.76585,1.4062438,-0.024820581078529358,0.0,2.5,0,0,19,2017,0,42.0,45.0,2017_19_PIT_JAX
25.025478,12.464968,37.490448,6.7755413,0.1592356687898089,0.05095541477203369,25.5,28.719513,12.871951,41.591465,7.625,0.1524390243902439,0.05487804859876633,25.5,-3.6940346,-0.40698338,-0.8494587,0.0039226338267326355,0.0,2.5,0,0,19,2017,1,29.0,24.0,2017_19_MIN_NO
27.687151,11.117318,38.80447,7.490726,0.19553072625698323,0.044692736119031906,25.5,21.481283,13.802139,35.283424,6.2057753,0.12299465240641712,0.06951871514320374,25.5,6.205868,-2.6848211,1.2849507,0.02482597902417183,0.0,2.5,0,0,20,2017,1,24.0,20.0,2017_20_NE_JAX
21.942709,11.515625,33.458336,6.4318748,0.19791666666666666,0.046875,25.5,25.584337,12.361445,37.94578,6.8540964,0.1566265060240964,0.05421686917543411,25.5,-3.6416283,-0.8458204,-0.42222166,0.0073418691754341125,0.0,2.5,0,0,20,2017,1,38.0,7.0,2017_20_PHI_MIN
28.01064,10.829787,38.840427,7.515106,0.19680851063829788,0.042553190141916275,25.5,22.37745,11.377451,33.7549,6.52549,0.20098039215686275,0.04411764815449715,25.5,5.6331882,-0.5476637,0.9896164,0.0015644580125808716,0.0,2.5,0,0,21,2017,0,33.0,41.0,2017_21_NE_PHI
27.0,11.222222,38.22222,7.346667,0.2222222222222222,0.1111111119389534,25.5,21.666666,9.75,31.416666,7.841667,0.25,0.0,25.5,5.333334,1.4722223,-0.49500036,-0.1111111119389534,0.0,2.5,1,0,2,2018,1,34.0,23.0,2018_2_CIN_BAL
31.375,9.25,40.625,5.8175,0.0,0.125,25.5,16.1,14.7,30.8,4.724,0.0,0.0,25.5,15.275,-5.45,1.0935001,-0.125,0.0,2.5,1,0,2,2018,1,31.0,24.0,2018_2_ATL_CAR
7.0,5.928571,12.928572,1.2871428,0.0,0.1428571492433548,25.5,42.4,12.3,54.7,10.566,0.3,0.10000000149011612,25.5,-35.4,-6.371429,-9.278857,-0.04285714775323868,0.0,2.5,1,0,2,2018,0,20.0,31.0,2018_2_BUF_LAC
37.88889,7.6666665,45.555557,8.96,0.3333333333333333,0.1111111119389534,25.5,24.4,11.6,36.0,6.376,0.2,0.0,25.5,13.48889,-3.9333339,2.584,-0.1111111119389534,0.0,2.5,1,0,2,2018,0,29.0,29.0,2018_2_GB_MIN
39.909092,3.909091,43.818184,9.978181,0.2727272727272727,0.0,25.5,19.7,17.7,37.4,6.528,0.1,0.10000000149011612,25.5,20.209091,-13.79091,3.450181,0.10000000149011612,0.0,2.5,1,0,2,2018,1,21.0,18.0,2018_2_NO_CLE
19.8,16.9,36.699997,8.061999,0.2,0.10000000149011612,25.5,28.75,15.0,43.75,8.275,0.25,0.25,25.5,-8.950001,1.8999996,-0.2130003,0.14999999850988388,0.0,2.5,1,0,2,2018,0,12.0,20.0,2018_2_NYJ_MIA
47.857143,22.714285,70.57143,10.4,0.14285714285714285,0.4285714328289032,25.5,25.6,10.6,36.2,9.244,0.4,0.0,25.5,22.257143,12.1142845,1.1559992,-0.4285714328289032,0.0,2.5,1,0,2,2018,0,37.0,42.0,2018_2_PIT_KC
34.75,9.333333,44.083332,9.631667,0.3333333333333333,0.0,25.5,14.666667,12.555555,27.222221,4.6422224,0.0,0.1111111119389534,25.5,20.083332,-3.2222223,4.9894447,0.1111111119389534,0.0,2.5,1,0,2,2018,1,27.0,21.0,2018_2_TB_PHI
20.0,10.545455,30.545456,4.4,0.0,0.27272728085517883,25.5,16.0,15.181818,31.181818,4.849091,0.09090909090909091,0.09090909361839294,25.5,4.0,-4.636363,-0.44909096,-0.1818181872367859,0.0,2.5,1,0,2,2018,1,20.0,17.0,2018_2_TEN_HOU
28.333334,20.222221,48.555557,8.655556,0.2222222222222222,0.0,25.5,29.0,6.818182,35.818184,6.1963634,0.18181818181818182,0.09090909361839294,25.5,-0.66666603,13.404039,2.4591923,0.09090909361839294,0.0,2.5,1,0,2,2018,0,9.0,21.0,2018_2_WAS_IND
38.833332,23.333334,62.166664,11.103333,0.3333333333333333,0.0,25.5,21.857143,9.714286,31.57143,4.317143,0.0,0.1428571492433548,25.5,16.976189,13.619048,6.7861905,0.1428571492433548,0.0,2.5,1,0,2,2018,1,34.0,0.0,2018_2_LA_ARI
26.1,9.0,35.1,4.754,0.1,0.30000001192092896,25.5,25.0,3.25,28.25,3.8249998,0.08333333333333333,0.4166666567325592,25.5,1.1000004,5.75,0.9290004,0.11666664481163025,0.0,2.5,1,0,2,2018,1,30.0,27.0,2018_2_SF_DET
17.6,13.7,31.3,4.634,0.1,0.10000000149011612,25.5,27.7,12.2,39.9,7.6980004,0.3,0.10000000149011612,25.5,-10.1,1.5,-3.0640006,0.0,0.0,2.5,1,0,2,2018,1,31.0,20.0,2018_2_JAX_NE
15.454545,8.545455,24.0,3.5636365,0.0,0.0,25.5,28.0,14.25,42.25,5.8450003,0.0,0.125,25.5,-12.545455,-5.704545,-2.2813637,0.125,0.0,2.5,1,0,2,2018,1,20.0,13.0,2018_2_DAL_NYG
19.0,15.444445,34.444443,4.648889,0.0,0.0,25.5,27.09091,5.818182,32.909092,6.5563645,0.2727272727272727,0.1818181872367859,25.5,-8.09091,9.626263,-1.9074755,0.1818181872367859,0.0,2.5,1,0,2,2018,1,24.0,17.0,2018_2_CHI_SEA
23.31579,14.210526,37.526318,6.474737,0.10526315789473684,0.10526315867900848,25.5,28.0,11.105263,39.105263,7.1357894,0.15789473684210525,0.15789473056793213,25.5,-4.68421,3.1052637,-0.6610522,0.052631571888923645,0.0,2.5,1,0,3,2018,1,21.0,17.0,2018_3_CLE_NYJ
29.055555,13.555555,42.61111,7.312222,0.1111111111111111,0.1111111119389534,25.5,31.0,4.7727275,35.772728,7.635454,0.22727272727272727,0.0,25.5,-1.9444447,8.782827,-0.32323217,-0.1111111119389534,0.0,2.5,1,0,3,2018,0,37.0,43.0,2018_3_ATL_NO
27.652174,7.9565215,35.608696,7.5365214,0.21739130434782608,0.08695652335882187,25.5,25.045454,14.272727,39.31818,6.479091,0.13636363636363635,0.1818181872367859,25.5,2.60672,-6.3162055,1.0574303,0.09486166387796402,0.0,2.5,1,0,3,2018,1,27.0,14.0,2018_3_BAL_DEN
26.105263,14.105263,40.210526,7.0652633,0.15789473684210525,0.05263157933950424,25.5,26.736841,11.0,37.73684,8.106316,0.3157894736842105,0.05263157933950424,25.5,-0.63157845,3.1052628,-1.0410523,0.0,0.0,2.5,1,0,3,2018,1,31.0,21.0,2018_3_CAR_CIN
24.3,15.75,40.05,6.477,0.15,0.10000000149011612,25.5,27.944445,8.277778,36.22222,5.406667,0.05555555555555555,0.0555555559694767,25.5,-3.6444454,7.4722223,1.070333,-0.04444444552063942,0.0,2.5,1,0,3,2018,0,22.0,27.0,2018_3_HOU_NYG
26.285715,11.476191,37.761906,6.9228573,0.23809523809523808,0.095238097012043,25.5,19.571428,10.285714,29.857143,5.006666,0.09523809523809523,0.1428571492433548,25.5,6.714287,1.1904764,1.9161911,0.0476190522313118,0.0,2.5,1,0,3,2018,0,6.0,9.0,2018_3_JAX_TEN
30.631578,12.263158,42.894737,10.988421,0.5263157894736842,0.0,25.5,23.35,14.0,37.35,6.069,0.15,0.15000000596046448,25.5,7.281578,-1.7368422,4.9194217,0.15000000596046448,0.0,2.5,1,0,3,2018,1,38.0,27.0,2018_3_KC_SF
33.45,9.2,42.65,8.603001,0.3,0.05000000074505806,25.5,12.038462,6.423077,18.461538,2.6353848,0.038461538461538464,0.1538461595773697,25.5,21.41154,2.7769227,5.967616,0.10384615883231163,0.0,2.5,1,0,3,2018,0,6.0,27.0,2018_3_MIN_BUF
25.88889,11.333333,37.22222,6.452223,0.05555555555555555,0.0555555559694767,25.5,23.714285,8.523809,32.238094,5.981905,0.19047619047619047,0.1428571492433548,25.5,2.1746044,2.8095236,0.47031784,0.0873015932738781,0.0,2.5,1,0,3,2018,1,20.0,16.0,2018_3_PHI_IND
28.789474,13.0,41.789474,6.488421,0.10526315789473684,0.0,25.5,31.1,8.35,39.45,7.2890005,0.2,0.05000000074505806,25.5,-2.310526,4.6499996,-0.80057955,0.05000000074505806,0.0,2.5,1,0,3,2018,1,31.0,17.0,2018_3_WAS_GB
41.92857,16.428572,58.35714,11.370001,0.21428571428571427,0.0714285746216774,25.5,32.38095,11.047619,43.42857,8.971428,0.2857142857142857,0.0476190485060215,25.5,9.547619,5.380953,2.398573,-0.0238095261156559,0.0,2.5,1,0,3,2018,1,35.0,23.0,2018_3_LA_LAC
15.1875,7.625,22.8125,2.88875,0.0,0.125,25.5,21.82353,13.235294,35.058823,5.555294,0.11764705882352941,0.11764705926179886,25.5,-6.63603,-5.6102943,-2.666544,-0.007352940738201141,0.0,2.5,1,0,3,2018,0,14.0,16.0,2018_3_ARI_CHI
24.952381,6.571429,31.52381,6.0552382,0.23809523809523808,0.1428571492433548,25.5,16.5,11.6,28.1,4.57,0.05,0.0,25.5,8.452381,-5.0285716,1.4852381,-0.1428571492433548,0.0,2.5,1,0,3,2018,1,24.0,13.0,2018_3_SEA_DAL
30.809525,6.5238094,37.333336,6.2990475,0.19047619047619047,0.2380952388048172,25.5,25.55,10.2,35.75,6.797,0.25,0.05000000074505806,25.5,5.2595253,-3.6761904,-0.49795246,-0.18809523805975914,0.0,2.5,1,0,3,2018,1,26.0,10.0,2018_3_DET_NE
39.0,7.3809524,46.38095,10.102858,0.38095238095238093,0.0476190485060215,25.5,46.294117,11.294118,57.588234,10.904705,0.23529411764705882,0.1764705926179886,25.5,-7.294117,-3.9131656,-0.80184746,0.1288515441119671,0.0,2.5,1,0,3,2018,0,27.0,30.0,2018_3_TB_PIT
40.913044,17.434782,58.347824,11.471306,0.2608695652173913,0.08695652335882187,25.5,32.166668,6.6,38.766666,7.296667,0.23333333333333334,0.06666667014360428,25.5,8.746376,10.834782,4.1746387,-0.02028985321521759,0.0,2.5,1,0,4,2018,1,38.0,31.0,2018_4_LA_MIN
33.22222,10.814815,44.037037,9.14,0.25925925925925924,0.07407407462596893,25.5,30.714285,9.821428,40.535713,8.139285,0.2857142857142857,0.1785714328289032,25.5,2.5079365,0.99338627,1.0007153,0.10449735820293427,0.0,2.5,1,0,4,2018,0,36.0,37.0,2018_4_ATL_CIN
22.73077,13.346154,36.076923,5.363077,0.07692307692307693,0.11538461595773697,25.5,39.677418,7.032258,46.709675,9.612904,0.3548387096774194,0.12903225421905518,25.5,-16.946648,6.313896,-4.2498264,0.013647638261318207,0.0,2.5,1,0,4,2018,1,48.0,10.0,2018_4_CHI_TB
17.172413,13.724138,30.896551,4.673103,0.06896551724137931,0.06896551698446274,25.5,29.32258,9.548388,38.870968,6.5438704,0.1935483870967742,0.19354838132858276,25.5,-12.150167,4.1757507,-1.8707676,0.12458286434412003,0.0,2.5,1,0,4,2018,1,26.0,24.0,2018_4_DAL_DET
27.71875,8.34375,36.0625,6.59,0.1875,0.03125,25.5,14.138889,8.194445,22.333334,3.6322224,0.05555555555555555,0.1111111119389534,25.5,13.579861,0.14930534,2.9577777,0.0798611119389534,0.0,2.5,1,0,4,2018,1,22.0,0.0,2018_4_GB_BUF
20.060606,7.4848485,27.545454,5.011515,0.15151515151515152,0.09090909361839294,25.5,29.033333,12.466666,41.5,6.844667,0.16666666666666666,0.10000000149011612,25.5,-8.972727,-4.9818177,-1.8331518,0.009090907871723175,0.0,2.5,1,0,4,2018,0,34.0,37.0,2018_4_IND_HOU
22.09375,10.25,32.34375,5.4306254,0.15625,0.0625,25.5,24.172413,10.965517,35.13793,6.0668964,0.10344827586206896,0.17241379618644714,25.5,-2.0786629,-0.71551704,-0.636271,0.10991379618644714,0.0,2.5,1,0,4,2018,1,31.0,12.0,2018_4_JAX_NYJ
23.0,10.464286,33.464287,6.123572,0.21428571428571427,0.0714285746216774,25.5,28.423077,11.384615,39.807693,8.425385,0.3076923076923077,0.07692307978868484,25.5,-5.4230766,-0.9203291,-2.3018136,0.005494505167007446,0.0,2.5,1,0,4,2018,1,38.0,7.0,2018_4_NE_MIA
16.21875,11.4375,27.65625,4.2268753,0.0625,0.09375,25.5,26.703703,13.185185,39.88889,6.6311107,0.07407407407407407,0.07407407462596893,25.5,-10.484953,-1.7476854,-2.4042354,-0.019675925374031067,0.0,2.5,1,0,4,2018,1,26.0,23.0,2018_4_TEN_PHI
16.148148,6.4814816,22.62963,3.3533335,0.07407407407407407,0.18518517911434174,25.5,23.096775,8.096774,31.19355,6.172258,0.22580645161290322,0.09677419066429138,25.5,-6.9486275,-1.6152925,-2.8189244,-0.08841098845005035,0.0,2.5,1,0,4,2018,0,17.0,20.0,2018_4_ARI_SEA
31.241379,12.862069,44.103447,8.832415,0.27586206896551724,0.03448275849223137,25.5,23.161291,14.774194,37.935486,6.5909677,0.16129032258064516,0.09677419066429138,25.5,8.080088,-1.9121246,2.241447,0.06229143217206001,0.0,2.5,1,0,4,2018,1,29.0,27.0,2018_4_LAC_SF
29.62963,9.740741,39.37037,6.5296297,0.1111111111111111,0.03703703731298447,25.5,31.705883,7.2941175,39.0,8.227058,0.23529411764705882,0.0,25.5,-2.076254,2.4466233,-1.6974287,-0.03703703731298447,0.0,2.5,1,0,4,2018,0,18.0,33.0,2018_4_NYG_NO
42.22222,10.0,52.22222,10.0222225,0.25925925925925924,0.14814814925193787,25.5,27.666666,7.878788,35.545456,7.327879,0.18181818181818182,0.06060606241226196,25.5,14.555555,2.121212,2.6943436,-0.0875420868396759,0.0,2.5,1,0,4,2018,0,14.0,26.0,2018_4_PIT_BAL
23.21875,13.5625,36.78125,5.9818754,0.09375,0.15625,25.5,28.903225,10.0,38.903225,9.756128,0.41935483870967744,0.0,25.5,-5.684475,3.5625,-3.774253,-0.15625,0.0,2.5,1,0,4,2018,0,23.0,27.0,2018_4_DEN_KC
22.95,11.7,34.65,6.6330004,0.225,0.10000000149011612,25.5,25.59091,6.5454545,32.136364,6.282727,0.20454545454545456,0.06818182021379471,25.5,-2.6409092,5.1545453,0.3502736,-0.03181818127632141,0.0,2.5,1,0,5,2018,1,38.0,24.0,2018_5_NE_IND
14.042553,7.510638,21.553192,3.22766,0.0425531914893617,0.12765957415103912,25.5,21.575,10.9,32.475,5.3605,0.1,0.10000000149011612,25.5,-7.532448,-3.3893614,-2.13284,-0.027659572660923004,0.0,2.5,1,0,5,2018,1,13.0,12.0,2018_5_BUF_TEN
23.071428,17.785715,40.857143,7.5085716,0.17857142857142858,0.0357142873108387,25.5,30.142857,9.3714285,39.514286,6.7,0.11428571428571428,0.02857142873108387,25.5,-7.0714283,8.414287,0.8085718,-0.007142858579754829,0.0,2.5,1,0,5,2018,1,33.0,31.0,2018_5_CAR_NYG
