play_id,game_id,old_game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,td_player_name,td_player_id,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,vegas_wpa,vegas_home_wpa,home_wp_post,away_wp_post,vegas_wp,vegas_home_wp,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,passing_yards,receiver_player_id,receiver_player_name,receiving_yards,rusher_player_id,rusher_player_name,rushing_yards,lateral_receiver_player_id,lateral_receiver_player_name,lateral_receiving_yards,lateral_rusher_player_id,lateral_rusher_player_name,lateral_rushing_yards,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,tackle_with_assist,tackle_with_assist_1_player_id,tackle_with_assist_1_player_name,tackle_with_assist_1_team,tackle_with_assist_2_player_id,tackle_with_assist_2_player_name,tackle_with_assist_2_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,sack_player_id,sack_player_name,half_sack_1_player_id,half_sack_1_player_name,half_sack_2_player_id,half_sack_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,safety_player_name,safety_player_id,season,cp,cpoe,series,series_success,series_result,order_sequence,start_time,time_of_day,stadium,weather,nfl_api_id,play_clock,play_deleted,play_type_nfl,special_teams_play,st_play_type,end_clock_time,end_yard_line,fixed_drive,fixed_drive_result,drive_real_start_time,drive_play_count,drive_time_of_possession,drive_first_downs,drive_inside20,drive_ended_with_score,drive_quarter_start,drive_quarter_end,drive_yards_penalized,drive_start_transition,drive_end_transition,drive_game_clock_start,drive_game_clock_end,drive_start_yard_line,drive_end_yard_line,drive_play_id_started,drive_play_id_ended,away_score,home_score,location,result,total,spread_line,total_line,div_game,roof,surface,temp,wind,home_coach,away_coach,stadium_id,game_stadium,aborted_play,success,passer,passer_jersey_number,rusher,rusher_jersey_number,receiver,receiver_jersey_number,pass,rush,first_down,special,play,passer_id,rusher_id,receiver_id,name,jersey_number,id,fantasy_player_name,fantasy_player_id,fantasy,fantasy_id,out_of_bounds,home_opening_kickoff,qb_epa,xyac_epa,xyac_mean_yardage,xyac_median_yardage,xyac_success,xyac_fd,xpass,pass_oe,old_game_id_x,nflverse_game_id,old_game_id_y,possession_team,offense_formation,offense_personnel,defenders_in_box,defense_personnel,number_of_pass_rushers,players_on_play,offense_players,defense_players,n_offense,n_defense,ngs_air_yards,time_to_throw,was_pressure,route,defense_man_zone_type,defense_coverage_type,offense_names,defense_names,offense_positions,defense_positions,offense_numbers,defense_numbers
1.0,2015_01_BAL_DEN,2015091309,DEN,BAL,REG,1,,,,,,2015-09-13,900.0,1800.0,3600.0,Half1,0.0,,0.0,1.0,,0,15:00,DEN 35,0.0,,GAME,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,3.0,3.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23978478,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42202416,0.57797587,0.57797587,0.42202416,-0.0,-0.0,0.0,,,0.3105625,0.6894375,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2015,,,1.0,1.0,First down,1.0,"9/13/15, 16:25:26",,Empower Field at Mile High,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",10012015-0913-09a4-1137-8ec82c3543da,0,0.0,GAME_START,0.0,,,,1.0,Punt,,,,,,,,,,,,,,,,,,13,19,Home,6,32,4.5,46.5,0,outdoors,grass,88.0,13.0,Gary Kubiak,John Harbaugh,DEN00,Sports Authority Field at Mile High,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,2015_01_BAL_DEN,2015091309,DEN,BAL,REG,1,BAL,away,DEN,DEN,35.0,2015-09-13,900.0,1800.0,3600.0,Half1,0.0,1.0,0.0,1.0,,0,15:00,DEN 35,0.0,18.0,"8-B.McManus kicks 65 yards from DEN 35 to end zone, Touchback.",kickoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,65.0,,,3.0,3.0,0.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041770823,0.1757389,0.0050959587,0.28936556,0.21506442,0.0032694682,0.3072886,0.0,0.0,0.23978478,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42202416,0.57797587,0.57797587,0.42202416,-0.0,-0.0,0.0,0.57797587,0.42202416,0.3105625,0.6894375,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.McManus,00-0029822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAL,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,,2015,,,1.0,1.0,First down,36.0,"9/13/15, 16:25:26",2015-09-13T20:25:26Z,Empower Field at Mile High,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",10012015-0913-09a4-1137-8ec82c3543da,0,0.0,KICK_OFF,1.0,,,,1.0,Punt,2015-09-13T20:25:26Z,6.0,3:27,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,PUNT,15:00,11:33,BAL 20,BAL 38,36.0,187.0,13,19,Home,6,32,4.5,46.5,0,outdoors,grass,88.0,13.0,Gary Kubiak,John Harbaugh,DEN00,Sports Authority Field at Mile High,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,2015_01_BAL_DEN,2015091309,DEN,BAL,REG,1,BAL,away,DEN,BAL,80.0,2015-09-13,900.0,1800.0,3600.0,Half1,0.0,1.0,0.0,1.0,1.0,0,15:00,BAL 20,10.0,18.0,(15:00) 5-J.Flacco pass short left to 44-K.Juszczyk to BAL 23 for 3 yards (25-C.Harris).,pass,3.0,0.0,0.0,1.0,0.0,0.0,0.0,short,left,3.0,0.0,,,,,,,3.0,3.0,0.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041770823,0.1757389,0.0050959587,0.28936556,0.21506442,0.0032694682,0.3072886,0.0,0.0,0.23978478,-0.33713856,0.33713856,-0.33713856,0.0,0.0,0.33713856,-0.33713856,-0.33713856,0.0,-0.33713856,0.0,0.33713856,-0.33713856,0.0,0.0,0.33713856,-0.33713856,0.0,0.0,0.42202416,0.57797587,0.57797587,0.42202416,-0.0014248192,0.014361203,-0.014361203,0.57940066,0.42059934,0.3105625,0.6894375,0.0,0.0,0.0014248192,-0.0014248192,-0.0014248192,0.0,-0.0014248192,0.0,0.0014248192,-0.0014248192,0.0,0.0,0.0014248192,-0.0014248192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00-0026158,J.Flacco,3.0,00-0029892,K.Juszczyk,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,,00-0028224,,C.Harris,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,,2015,0.7658107,23.418926,1.0,1.0,First down,51.0,"9/13/15, 16:25:26",2015-09-13T20:26:09Z,Empower Field at Mile High,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",10012015-0913-09a4-1137-8ec82c3543da,0,0.0,PASS,0.0,,,,1.0,Punt,2015-09-13T20:25:26Z,6.0,3:27,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,PUNT,15:00,11:33,BAL 20,BAL 38,36.0,187.0,13,19,Home,6,32,4.5,46.5,0,outdoors,grass,88.0,13.0,Gary Kubiak,John Harbaugh,DEN00,Sports Authority Field at Mile High,0.0,0.0,J.Flacco,5.0,,,K.Juszczyk,44.0,1.0,0.0,0.0,0.0,1.0,00-0026158,,00-0029892,J.Flacco,5.0,00-0026158,K.Juszczyk,00-0029892,K.Juszczyk,00-0029892,0.0,0.0,-0.33713856,0.6917176,4.699278,3.0,0.678964,0.2259186,0.4564809,54.35191,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,2015_01_BAL_DEN,2015091309,DEN,BAL,REG,1,BAL,away,DEN,BAL,77.0,2015-09-13,873.0,1773.0,3573.0,Half1,0.0,1.0,0.0,1.0,2.0,0,14:33,BAL 23,7.0,18.0,(14:33) 29-J.Forsett left guard to BAL 25 for 2 yards (97-M.Jackson).,run,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,left,guard,,,,,3.0,3.0,0.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00415097,0.17641945,0.0050366316,0.31389827,0.21178801,0.003409007,0.28529766,0.0,0.0,-0.097353786,-0.26248127,0.5996198,-0.5996198,0.26248127,-0.26248127,0.33713856,-0.33713856,,,0.0,0.0,0.33713856,-0.33713856,0.0,0.0,0.33713856,-0.33713856,0.0,0.0,0.42059934,0.57940066,0.57940066,0.42059934,-0.01730442,-0.00014665723,0.00014665723,0.5967051,0.40329492,0.3249237,0.6750763,0.01730442,-0.01730442,0.0014248192,-0.0014248192,,,0.0,0.0,0.0014248192,-0.0014248192,0.0,0.0,0.0014248192,-0.0014248192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,00-0026373,J.Forsett,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,,00-0029568,,M.Jackson,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,,2015,,,1.0,1.0,First down,75.0,"9/13/15, 16:25:26",2015-09-13T20:26:36Z,Empower Field at Mile High,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",10012015-0913-09a4-1137-8ec82c3543da,0,0.0,RUSH,0.0,,,,1.0,Punt,2015-09-13T20:25:26Z,6.0,3:27,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,PUNT,15:00,11:33,BAL 20,BAL 38,36.0,187.0,13,19,Home,6,32,4.5,46.5,0,outdoors,grass,88.0,13.0,Gary Kubiak,John Harbaugh,DEN00,Sports Authority Field at Mile High,0.0,0.0,,,J.Forsett,29.0,,,0.0,1.0,0.0,0.0,1.0,,00-0026373,,J.Forsett,29.0,00-0026373,J.Forsett,00-0026373,J.Forsett,00-0026373,0.0,0.0,-0.26248127,,,,,,0.5459046,-54.590458,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,2015_01_BAL_DEN,2015091309,DEN,BAL,REG,1,BAL,away,DEN,BAL,75.0,2015-09-13,832.0,1732.0,3532.0,Half1,0.0,1.0,0.0,1.0,3.0,0,13:52,BAL 25,5.0,18.0,(13:52) (Shotgun) 5-J.Flacco pass short middle to 89-S.Smith to BAL 35 for 10 yards (54-B.Marshall) [94-D.Ware].,pass,10.0,1.0,0.0,1.0,0.0,0.0,0.0,short,middle,4.0,6.0,,,,,,,3.0,3.0,0.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431567,0.19107969,0.004957576,0.3235304,0.20679848,0.0035180838,0.26580006,0.0,0.0,-0.35983506,1.6612419,-1.0616221,1.0616221,0.26248127,-0.26248127,-1.3241034,1.3241034,-0.7913986,2.4526405,-0.7913986,2.4526405,1.1285372,-1.1285372,-2.4526405,2.4526405,1.1285372,-1.1285372,-2.4526405,2.4526405,0.40329492,0.5967051,0.5967051,0.40329492,0.04535824,0.05423674,-0.05423674,0.55134684,0.44865316,0.32477704,0.675223,0.01730442,-0.01730442,-0.04393342,0.04393342,0.0,0.04535824,0.0,0.04535824,0.0014248192,-0.0014248192,-0.04535824,0.04535824,0.0014248192,-0.0014248192,-0.04535824,0.04535824,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00-0026158,J.Flacco,10.0,00-0020337,S.Smith,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0023445,D.Ware,,,,,,,,,DEN,,00-0029620,,B.Marshall,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,,2015,0.5101761,48.982388,1.0,1.0,First down,96.0,"9/13/15, 16:25:26",2015-09-13T20:27:17Z,Empower Field at Mile High,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",10012015-0913-09a4-1137-8ec82c3543da,0,0.0,PASS,0.0,,,,1.0,Punt,2015-09-13T20:25:26Z,6.0,3:27,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,PUNT,15:00,11:33,BAL 20,BAL 38,36.0,187.0,13,19,Home,6,32,4.5,46.5,0,outdoors,grass,88.0,13.0,Gary Kubiak,John Harbaugh,DEN00,Sports Authority Field at Mile High,0.0,1.0,J.Flacco,5.0,,,S.Smith,89.0,1.0,0.0,1.0,0.0,1.0,00-0026158,,00-0020337,J.Flacco,5.0,00-0026158,S.Smith,00-0020337,S.Smith,00-0020337,0.0,0.0,1.6612419,1.7946708,4.66265,2.0,0.7123499,0.7123499,0.9685327,3.1467319,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,2015_01_BAL_DEN,2015091309,DEN,BAL,REG,1,BAL,away,DEN,BAL,65.0,2015-09-13,794.0,1694.0,3494.0,Half1,0.0,1.0,0.0,1.0,1.0,0,13:14,BAL 35,10.0,18.0,(13:14) 29-J.Forsett left tackle to BAL 35 for no gain (59-D.Trevathan; 48-S.Barrett).,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,left,tackle,,,,,3.0,3.0,0.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045665842,0.1362112,0.0030858049,0.2257215,0.27349952,0.0045287097,0.35238665,0.0,0.0,1.3014069,-0.5189309,-0.54269123,0.54269123,0.7814121,-0.7814121,-1.3241034,1.3241034,,,0.0,0.0,1.1285372,-1.1285372,-2.4526405,2.4526405,1.1285372,-1.1285372,-2.4526405,2.4526405,0.44865316,0.55134684,0.55134684,0.44865316,-0.018065691,-0.018434286,0.018434286,0.5694125,0.43058747,0.37901378,0.6209862,0.03537011,-0.03537011,-0.04393342,0.04393342,,,0.0,0.0,0.0014248192,-0.0014248192,-0.04535824,0.04535824,0.0014248192,-0.0014248192,-0.04535824,0.04535824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,00-0026373,J.Forsett,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0029577,D.Trevathan,DEN,00-0031101,S.Barrett,DEN,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,,2015,,,2.0,0.0,Punt,120.0,"9/13/15, 16:25:26",2015-09-13T20:27:55Z,Empower Field at Mile High,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",10012015-0913-09a4-1137-8ec82c3543da,0,0.0,RUSH,0.0,,,,1.0,Punt,2015-09-13T20:25:26Z,6.0,3:27,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,PUNT,15:00,11:33,BAL 20,BAL 38,36.0,187.0,13,19,Home,6,32,4.5,46.5,0,outdoors,grass,88.0,13.0,Gary Kubiak,John Harbaugh,DEN00,Sports Authority Field at Mile High,0.0,0.0,,,J.Forsett,29.0,,,0.0,1.0,0.0,0.0,1.0,,00-0026373,,J.Forsett,29.0,00-0026373,J.Forsett,00-0026373,J.Forsett,00-0026373,0.0,0.0,-0.5189309,,,,,,0.4485712,-44.85712,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,2015_01_BAL_DEN,2015091309,DEN,BAL,REG,1,BAL,away,DEN,BAL,65.0,2015-09-13,750.0,1650.0,3450.0,Half1,0.0,1.0,0.0,1.0,2.0,0,12:30,BAL 35,10.0,18.0,(12:30) 5-J.Flacco pass short right to 89-S.Smith to BAL 38 for 3 yards (21-A.Talib).,pass,3.0,0.0,0.0,1.0,0.0,0.0,0.0,short,right,2.0,1.0,,,,,,,3.0,3.0,0.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046225465,0.15368648,0.003560241,0.25716382,0.24818523,0.0046449956,0.3281367,0.0,0.0,0.782476,-0.44959843,-0.09309279,0.09309279,0.7814121,-0.7814121,-0.8745049,0.8745049,-0.56748945,0.117891,-0.56748945,0.117891,1.6960266,-1.6960266,-2.5705316,2.5705316,1.6960266,-1.6960266,-2.5705316,2.5705316,0.43058747,0.5694125,0.5694125,0.43058747,-0.021081358,-0.020004064,0.020004064,0.5904939,0.4095061,0.3605795,0.6394205,0.03537011,-0.03537011,-0.022852063,0.022852063,0.0,-0.021081358,0.0,-0.021081358,0.0014248192,-0.0014248192,-0.024276882,0.024276882,0.0014248192,-0.0014248192,-0.024276882,0.024276882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00-0026158,J.Flacco,3.0,00-0020337,S.Smith,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,,00-0026160,,A.Talib,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,,2015,0.77925235,22.074764,2.0,0.0,Punt,141.0,"9/13/15, 16:25:26",2015-09-13T20:28:39Z,Empower Field at Mile High,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",10012015-0913-09a4-1137-8ec82c3543da,0,0.0,PASS,0.0,,,,1.0,Punt,2015-09-13T20:25:26Z,6.0,3:27,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,PUNT,15:00,11:33,BAL 20,BAL 38,36.0,187.0,13,19,Home,6,32,4.5,46.5,0,outdoors,grass,88.0,13.0,Gary Kubiak,John Harbaugh,DEN00,Sports Authority Field at Mile High,0.0,0.0,J.Flacco,5.0,,,S.Smith,89.0,1.0,0.0,0.0,0.0,1.0,00-0026158,,00-0020337,J.Flacco,5.0,00-0026158,S.Smith,00-0020337,S.Smith,00-0020337,0.0,0.0,-0.44959843,0.8899498,5.352465,4.0,0.5267678,0.2204864,0.48985177,51.014824,,,,,,,,,,,,,,,,,,,,,,,,,,
