home_passing_ypg,home_rushing_ypg,home_total_ypg,home_points_pg,home_passing_tds_pg,home_turnovers_pg,home_injury_pct,home_def_yards_allowed,home_def_points_allowed,home_recent_points,home_points_trend,away_passing_ypg,away_rushing_ypg,away_total_ypg,away_points_pg,away_passing_tds_pg,away_turnovers_pg,away_injury_pct,away_def_yards_allowed,away_def_points_allowed,away_recent_points,away_points_trend,passing_advantage,rushing_advantage,scoring_advantage,momentum_advantage,turnover_advantage,injury_advantage,defensive_advantage,offensive_vs_defense,home_field_advantage,is_playoff,is_neutral,week,season,rest_days,is_division_game,vegas_spread,home_win,home_score,away_score,game_id
321.25,113.25,434.5,100.8,4.0,0.5,25.5,484.25,27.25,101.23999,1.7599868774414062,220.75,150.5,371.25,70.455,1.5,1.5,25.5,434.5,31.25,64.72,-22.93999481201172,100.5,-37.25,30.345001,0.08458238452857075,1.0,0.0,4.0,69.55000305175781,2.5,1,0,5,2020,7,0,0,1,27.0,26.0,2020_5_SEA_MIN
261.0,120.0,381.0,76.03999,2.0,0.5,25.5,350.5,30.75,80.746666,18.82666778564453,284.75,125.25,410.0,65.89,1.25,0.75,25.5,385.5,23.75,70.979996,20.35999298095703,-23.75,-5.25,10.149994,-0.015001140109646517,0.25,0.0,-7.0,52.28999328613281,2.5,1,0,5,2020,7,0,0,1,30.0,27.0,2020_5_NO_LAC
269.66666,129.0,398.66666,73.986664,2.0,0.3333333432674408,25.5,434.6666666666667,24.666666666666668,73.986664,0.0,331.5,93.5,425.0,89.259995,3.0,0.25,25.5,394.75,25.0,93.85333,18.373329162597656,-61.833344,35.5,-15.273331,-0.05089007635988091,-0.0833333432674408,0.0,0.33333333333333215,48.986663818359375,2.5,1,0,5,2020,7,0,0,1,42.0,16.0,2020_5_TEN_BUF
292.0,117.8,409.8,70.66,1.2,0.6000000238418579,25.5,362.4,23.6,70.886665,0.5666656494140625,248.0,95.4,343.4,65.46,2.2,1.2000000476837158,25.5,357.0,20.0,64.14,-3.3000030517578125,44.0,22.400002,5.2000046,0.02302458176976081,0.6000000238418579,0.0,-3.6000000000000014,50.660003662109375,2.5,1,0,6,2020,7,0,0,0,16.0,23.0,2020_6_CAR_CHI
248.8,105.8,354.6,57.412,0.8,1.0,25.5,280.0,17.6,52.126667,-13.213329315185547,260.8,102.6,363.4,59.572,1.2,0.6000000238418579,25.5,395.0,25.2,59.199997,-0.9300041198730469,-11.999985,3.2000046,-2.1599998,-0.08434218614364775,-0.3999999761581421,0.0,7.599999999999998,32.211998748779294,2.5,1,0,6,2020,7,0,0,1,31.0,27.0,2020_6_IND_CIN
287.8,98.4,386.2,70.93199,2.0,0.800000011920929,25.5,420.8,29.4,65.12667,-14.513328552246094,254.25,101.75,356.0,69.77,2.0,0.75,25.5,419.75,31.75,69.899994,0.519989013671875,33.549988,-3.3499985,1.1619949,-0.0825425840291307,-0.050000011920928955,0.0,2.3500000000000014,39.18199157714844,2.5,1,0,6,2020,7,0,0,0,16.0,34.0,2020_6_JAX_DET
226.4,160.6,387.0,71.756,1.6,1.399999976158142,25.5,415.8,30.4,81.76666,25.02666473388672,294.4,114.6,409.0,72.276,1.4,0.6000000238418579,25.5,455.8,32.2,59.88667,-30.973331451416016,-68.0,46.000008,-0.5200043,0.30666993289040456,-0.7999999523162842,0.0,1.8000000000000043,39.55599670410156,2.5,1,0,6,2020,7,0,0,0,23.0,40.0,2020_6_MIN_ATL
226.0,179.75,405.75,64.615005,0.75,1.25,25.5,359.25,23.0,65.68667,4.2866668701171875,240.75,92.5,333.25,59.455,1.5,1.5,25.5,384.75,24.5,60.960003,6.020000457763672,-14.75,87.25,5.1600037,-0.008561977794178006,0.25,0.0,1.5,40.11500549316406,2.5,1,0,6,2020,7,0,0,0,12.0,18.0,2020_6_NE_DEN
222.2,79.0,301.2,43.808,0.4,1.0,25.5,360.6,26.6,39.28,-11.319999694824219,210.0,81.4,291.4,51.14,0.8,0.6000000238418579,25.5,375.4,28.4,47.953335,-7.966663360595703,12.199997,-2.4000015,-7.3320007,-0.03993591875302973,-0.3999999761581421,0.0,1.7999999999999972,15.407998657226564,2.5,1,0,6,2020,7,0,0,1,20.0,19.0,2020_6_NYG_WAS
241.2,107.4,348.6,60.908,1.2,1.7999999523162842,25.5,381.0,29.0,65.02,10.279998779296875,194.6,160.8,355.4,66.524,1.8,0.6000000238418579,25.5,361.2,15.2,58.06667,-21.143329620361328,46.59999,-53.4,-5.616001,0.19167035005969646,-1.1999999284744263,0.0,-13.8,45.70800094604492,2.5,1,0,6,2020,7,0,0,0,28.0,30.0,2020_6_PHI_BAL
